,iso2,year,variable,value
10024,KG,1984,new_sp_m1524,0.0
10025,KG,1985,new_sp_m1524,0.0
10026,KG,1986,new_sp_m1524,0.0
10027,KG,1987,new_sp_m1524,0.0
10028,KG,1988,new_sp_m1524,0.0
10029,KG,1989,new_sp_m1524,0.0
10030,KG,1990,new_sp_m1524,0.0
10031,KG,1991,new_sp_m1524,0.0
10032,KG,1992,new_sp_m1524,0.0
10033,KG,1993,new_sp_m1524,0.0
10034,KG,1995,new_sp_m1524,109.0
10035,KG,1998,new_sp_m1524,105.0
10036,KG,1999,new_sp_m1524,216.0
10037,KG,2004,new_sp_m1524,221.0
10038,KH,1980,new_sp_m1524,0.0
10039,KH,1981,new_sp_m1524,0.0
10040,KH,1982,new_sp_m1524,0.0
10041,KH,1983,new_sp_m1524,0.0
10042,KH,1984,new_sp_m1524,0.0
10043,KH,1985,new_sp_m1524,0.0
10044,KH,1986,new_sp_m1524,0.0
10045,KH,1987,new_sp_m1524,0.0
10046,KH,1988,new_sp_m1524,0.0
10047,KH,1989,new_sp_m1524,0.0
10048,KH,1990,new_sp_m1524,0.0
10049,KH,1991,new_sp_m1524,0.0
10050,KH,1992,new_sp_m1524,0.0
10051,KH,1993,new_sp_m1524,0.0
10052,KH,1996,new_sp_m1524,32.0
10053,KH,1999,new_sp_m1524,525.0
10054,KH,2001,new_sp_m1524,600.0
10055,KH,2002,new_sp_m1524,791.0
10056,KH,2003,new_sp_m1524,805.0
10057,KH,2004,new_sp_m1524,850.0
10058,KH,2005,new_sp_m1524,894.0
10059,KH,2006,new_sp_m1524,791.0
10060,KH,2007,new_sp_m1524,883.0
10061,KH,2008,new_sp_m1524,920.0
10062,KI,1980,new_sp_m1524,0.0
10063,KI,1981,new_sp_m1524,0.0
10064,KI,1982,new_sp_m1524,0.0
10065,KI,1983,new_sp_m1524,0.0
10066,KI,1984,new_sp_m1524,0.0
10067,KI,1985,new_sp_m1524,0.0
10068,KI,1986,new_sp_m1524,0.0
10069,KI,1987,new_sp_m1524,0.0
10070,KI,1988,new_sp_m1524,0.0
10071,KI,1989,new_sp_m1524,0.0
10072,KI,1990,new_sp_m1524,0.0
10073,KI,1991,new_sp_m1524,0.0
10074,KI,1992,new_sp_m1524,0.0
10075,KI,1995,new_sp_m1524,0.0
10076,KI,1999,new_sp_m1524,6.0
10077,KI,2000,new_sp_m1524,9.0
10078,KI,2001,new_sp_m1524,10.0
10079,KI,2002,new_sp_m1524,11.0
10080,KI,2003,new_sp_m1524,13.0
10081,KI,2004,new_sp_m1524,17.0
10082,KI,2005,new_sp_m1524,15.0
10083,KM,1988,new_sp_m1524,0.0
10084,KM,1989,new_sp_m1524,0.0
10085,KM,1990,new_sp_m1524,0.0
10086,KM,1991,new_sp_m1524,0.0
10087,KM,1992,new_sp_m1524,0.0
10088,KM,1993,new_sp_m1524,0.0
10089,KM,1994,new_sp_m1524,0.0
10090,KM,1995,new_sp_m1524,18.0
10091,KM,2000,new_sp_m1524,18.0
10092,KM,2001,new_sp_m1524,15.0
10093,KM,2002,new_sp_m1524,10.0
10094,KM,2003,new_sp_m1524,7.0
10095,KM,2005,new_sp_m1524,12.0
10096,KM,2007,new_sp_m1524,0.0
10097,KN,1980,new_sp_m1524,0.0
10098,KN,1981,new_sp_m1524,0.0
10099,KN,1982,new_sp_m1524,0.0
10100,KN,1983,new_sp_m1524,0.0
10101,KN,1984,new_sp_m1524,0.0
10102,KN,1985,new_sp_m1524,0.0
10103,KN,1986,new_sp_m1524,0.0
10104,KN,1987,new_sp_m1524,0.0
10105,KN,1988,new_sp_m1524,0.0
10106,KN,1989,new_sp_m1524,0.0
10107,KN,1990,new_sp_m1524,0.0
10108,KN,1991,new_sp_m1524,0.0
10109,KN,1992,new_sp_m1524,0.0
10110,KN,1996,new_sp_m1524,0.0
10111,KN,1997,new_sp_m1524,0.0
10112,KN,2000,new_sp_m1524,0.0
10113,KN,2002,new_sp_m1524,0.0
10114,KN,2003,new_sp_m1524,0.0
10115,KN,2004,new_sp_m1524,0.0
10116,KN,2005,new_sp_m1524,0.0
10117,KN,2006,new_sp_m1524,0.0
10118,KN,2007,new_sp_m1524,1.0
10119,KN,2008,new_sp_m1524,0.0
10120,KP,1988,new_sp_m1524,0.0
10121,KP,1996,new_sp_m1524,0.0
10122,KP,1997,new_sp_m1524,375.0
10123,KP,2000,new_sp_m1524,928.0
10124,KP,2002,new_sp_m1524,1444.0
10125,KP,2003,new_sp_m1524,1154.0
10126,KP,2004,new_sp_m1524,1284.0
10127,KP,2006,new_sp_m1524,1498.0
10128,KP,2007,new_sp_m1524,1947.0
10129,KR,1980,new_sp_m1524,0.0
10130,KR,1981,new_sp_m1524,0.0
10131,KR,1982,new_sp_m1524,0.0
10132,KR,1983,new_sp_m1524,0.0
10133,KR,1984,new_sp_m1524,0.0
10134,KR,1985,new_sp_m1524,0.0
10135,KR,1986,new_sp_m1524,0.0
10136,KR,1987,new_sp_m1524,0.0
10137,KR,1988,new_sp_m1524,0.0
10138,KR,1989,new_sp_m1524,0.0
10139,KR,1990,new_sp_m1524,0.0
10140,KR,1991,new_sp_m1524,0.0
10141,KR,1992,new_sp_m1524,0.0
10142,KR,1995,new_sp_m1524,1131.0
10143,KR,1996,new_sp_m1524,1150.0
10144,KR,1997,new_sp_m1524,935.0
10145,KR,1998,new_sp_m1524,977.0
10146,KR,1999,new_sp_m1524,884.0
10147,KR,2000,new_sp_m1524,821.0
10148,KR,2001,new_sp_m1524,942.0
10149,KR,2002,new_sp_m1524,806.0
10150,KR,2003,new_sp_m1524,732.0
10151,KR,2004,new_sp_m1524,709.0
10152,KR,2005,new_sp_m1524,687.0
10153,KW,1980,new_sp_m1524,0.0
10154,KW,1981,new_sp_m1524,0.0
10155,KW,1982,new_sp_m1524,0.0
10156,KW,1983,new_sp_m1524,0.0
10157,KW,1984,new_sp_m1524,0.0
10158,KW,1985,new_sp_m1524,0.0
10159,KW,1986,new_sp_m1524,0.0
10160,KW,1987,new_sp_m1524,0.0
10161,KW,1988,new_sp_m1524,0.0
10162,KW,1989,new_sp_m1524,0.0
10163,KW,1990,new_sp_m1524,0.0
10164,KW,1991,new_sp_m1524,0.0
10165,KW,1992,new_sp_m1524,0.0
10166,KW,1995,new_sp_m1524,15.0
10167,KW,1996,new_sp_m1524,11.0
10168,KW,1997,new_sp_m1524,23.0
10169,KW,1998,new_sp_m1524,14.0
10170,KW,1999,new_sp_m1524,18.0
10171,KW,2000,new_sp_m1524,10.0
10172,KW,2001,new_sp_m1524,13.0
10173,KW,2002,new_sp_m1524,14.0
10174,KW,2003,new_sp_m1524,14.0
10175,KW,2005,new_sp_m1524,12.0
10176,KW,2006,new_sp_m1524,19.0
10177,KY,1980,new_sp_m1524,0.0
10178,KY,1981,new_sp_m1524,0.0
10179,KY,1982,new_sp_m1524,0.0
10180,KY,1983,new_sp_m1524,0.0
10181,KY,1984,new_sp_m1524,0.0
10182,KY,1985,new_sp_m1524,0.0
10183,KY,1986,new_sp_m1524,0.0
10184,KY,1987,new_sp_m1524,0.0
10185,KY,1988,new_sp_m1524,0.0
10186,KY,1989,new_sp_m1524,0.0
10187,KY,1990,new_sp_m1524,0.0
10188,KY,1991,new_sp_m1524,0.0
10189,KY,1992,new_sp_m1524,0.0
10190,KY,1995,new_sp_m1524,0.0
10191,KY,1996,new_sp_m1524,0.0
10192,KY,1997,new_sp_m1524,0.0
10193,KY,1998,new_sp_m1524,0.0
10194,KY,1999,new_sp_m1524,0.0
10195,KY,2000,new_sp_m1524,0.0
10196,KY,2001,new_sp_m1524,0.0
10197,KY,2002,new_sp_m1524,0.0
10198,KY,2003,new_sp_m1524,0.0
10199,KY,2004,new_sp_m1524,0.0
10200,KY,2005,new_sp_m1524,0.0
10201,KY,2006,new_sp_m1524,0.0
10202,KY,2007,new_sp_m1524,0.0
10203,KY,2008,new_sp_m1524,0.0
10204,KZ,1980,new_sp_m1524,0.0
10205,KZ,1981,new_sp_m1524,0.0
10206,KZ,1982,new_sp_m1524,0.0
10207,KZ,1983,new_sp_m1524,0.0
10208,KZ,1984,new_sp_m1524,0.0
10209,KZ,1985,new_sp_m1524,0.0
10210,KZ,1986,new_sp_m1524,0.0
10211,KZ,1987,new_sp_m1524,0.0
10212,KZ,1988,new_sp_m1524,0.0
10213,KZ,1989,new_sp_m1524,0.0
10214,KZ,1990,new_sp_m1524,0.0
10215,KZ,1991,new_sp_m1524,0.0
10216,KZ,1992,new_sp_m1524,0.0
10217,KZ,1993,new_sp_m1524,0.0
10218,KZ,1994,new_sp_m1524,0.0
10219,KZ,1998,new_sp_m1524,795.0
10220,KZ,2000,new_sp_m1524,1057.0
10221,KZ,2001,new_sp_m1524,1038.0
10222,KZ,2002,new_sp_m1524,1067.0
10223,KZ,2004,new_sp_m1524,989.0
10224,KZ,2006,new_sp_m1524,888.0
10225,LA,1980,new_sp_m1524,0.0
10226,LA,1982,new_sp_m1524,0.0
10227,LA,1983,new_sp_m1524,0.0
10228,LA,1984,new_sp_m1524,0.0
10229,LA,1985,new_sp_m1524,0.0
10230,LA,1986,new_sp_m1524,0.0
10231,LA,1987,new_sp_m1524,0.0
10232,LA,1988,new_sp_m1524,0.0
10233,LA,1989,new_sp_m1524,0.0
10234,LA,1990,new_sp_m1524,0.0
10235,LA,1991,new_sp_m1524,0.0
10236,LA,1992,new_sp_m1524,0.0
10237,LA,1993,new_sp_m1524,0.0
10238,LA,1994,new_sp_m1524,0.0
10239,LA,1996,new_sp_m1524,42.0
10240,LA,1997,new_sp_m1524,61.0
10241,LA,1998,new_sp_m1524,77.0
10242,LA,1999,new_sp_m1524,91.0
10243,LA,2000,new_sp_m1524,92.0
10244,LA,2001,new_sp_m1524,81.0
10245,LA,2002,new_sp_m1524,86.0
10246,LA,2003,new_sp_m1524,91.0
10247,LA,2004,new_sp_m1524,120.0
10248,LA,2005,new_sp_m1524,136.0
10249,LA,2006,new_sp_m1524,145.0
10250,LA,2008,new_sp_m1524,159.0
10251,LB,1981,new_sp_m1524,0.0
10252,LB,1982,new_sp_m1524,0.0
10253,LB,1983,new_sp_m1524,0.0
10254,LB,1984,new_sp_m1524,0.0
10255,LB,1985,new_sp_m1524,0.0
10256,LB,1986,new_sp_m1524,0.0
10257,LB,1987,new_sp_m1524,0.0
10258,LB,1991,new_sp_m1524,0.0
10259,LB,1992,new_sp_m1524,0.0
10260,LB,1995,new_sp_m1524,26.0
10261,LB,1996,new_sp_m1524,28.0
10262,LB,1999,new_sp_m1524,27.0
10263,LB,2000,new_sp_m1524,16.0
10264,LB,2002,new_sp_m1524,19.0
10265,LB,2003,new_sp_m1524,19.0
10266,LB,2004,new_sp_m1524,11.0
10267,LB,2005,new_sp_m1524,12.0
10268,LC,1980,new_sp_m1524,0.0
10269,LC,1981,new_sp_m1524,0.0
10270,LC,1982,new_sp_m1524,0.0
10271,LC,1983,new_sp_m1524,0.0
10272,LC,1984,new_sp_m1524,0.0
10273,LC,1985,new_sp_m1524,0.0
10274,LC,1986,new_sp_m1524,0.0
10275,LC,1987,new_sp_m1524,0.0
10276,LC,1988,new_sp_m1524,0.0
10277,LC,1989,new_sp_m1524,0.0
10278,LC,1990,new_sp_m1524,0.0
10279,LC,1991,new_sp_m1524,0.0
10280,LC,1992,new_sp_m1524,0.0
10281,LC,1999,new_sp_m1524,1.0
10282,LC,2000,new_sp_m1524,0.0
10283,LC,2001,new_sp_m1524,1.0
10284,LC,2002,new_sp_m1524,0.0
10285,LC,2005,new_sp_m1524,0.0
10286,LC,2007,new_sp_m1524,0.0
10287,LK,1980,new_sp_m1524,0.0
10288,LK,1981,new_sp_m1524,0.0
10289,LK,1982,new_sp_m1524,0.0
10290,LK,1983,new_sp_m1524,0.0
10291,LK,1996,new_sp_m1524,163.0
10292,LK,1997,new_sp_m1524,215.0
10293,LK,2002,new_sp_m1524,287.0
10294,LK,2003,new_sp_m1524,311.0
10295,LK,2004,new_sp_m1524,358.0
10296,LK,2006,new_sp_m1524,342.0
10297,LR,1980,new_sp_m1524,0.0
10298,LR,1981,new_sp_m1524,0.0
10299,LR,1982,new_sp_m1524,0.0
10300,LR,1983,new_sp_m1524,0.0
10301,LR,1985,new_sp_m1524,0.0
10302,LR,1986,new_sp_m1524,0.0
10303,LR,1987,new_sp_m1524,0.0
10304,LR,1988,new_sp_m1524,0.0
10305,LR,1992,new_sp_m1524,0.0
10306,LR,1994,new_sp_m1524,0.0
10307,LR,1996,new_sp_m1524,69.0
10308,LR,1997,new_sp_m1524,0.0
10309,LR,1998,new_sp_m1524,150.0
10310,LR,1999,new_sp_m1524,0.0
10311,LR,2000,new_sp_m1524,133.0
10312,LR,2001,new_sp_m1524,111.0
10313,LR,2003,new_sp_m1524,180.0
10314,LR,2004,new_sp_m1524,333.0
10315,LR,2005,new_sp_m1524,240.0
10316,LR,2006,new_sp_m1524,324.0
10317,LR,2007,new_sp_m1524,0.0
10318,LS,1980,new_sp_m1524,0.0
10319,LS,1981,new_sp_m1524,0.0
10320,LS,1982,new_sp_m1524,0.0
10321,LS,1983,new_sp_m1524,0.0
10322,LS,1984,new_sp_m1524,0.0
10323,LS,1985,new_sp_m1524,0.0
10324,LS,1986,new_sp_m1524,0.0
10325,LS,1987,new_sp_m1524,0.0
10326,LS,1988,new_sp_m1524,0.0
10327,LS,1989,new_sp_m1524,0.0
10328,LS,1990,new_sp_m1524,0.0
10329,LS,1991,new_sp_m1524,0.0
10330,LS,1992,new_sp_m1524,0.0
10331,LS,1995,new_sp_m1524,108.0
10332,LS,1996,new_sp_m1524,123.0
10333,LS,1997,new_sp_m1524,180.0
10334,LS,1998,new_sp_m1524,190.0
10335,LS,2001,new_sp_m1524,0.0
10336,LS,2004,new_sp_m1524,286.0
10337,LS,2005,new_sp_m1524,395.0
10338,LS,2006,new_sp_m1524,228.0
10339,LT,1980,new_sp_m1524,0.0
10340,LT,1981,new_sp_m1524,0.0
10341,LT,1982,new_sp_m1524,0.0
10342,LT,1983,new_sp_m1524,0.0
10343,LT,1984,new_sp_m1524,0.0
10344,LT,1985,new_sp_m1524,0.0
10345,LT,1986,new_sp_m1524,0.0
10346,LT,1987,new_sp_m1524,0.0
10347,LT,1988,new_sp_m1524,0.0
10348,LT,1989,new_sp_m1524,0.0
10349,LT,1990,new_sp_m1524,0.0
10350,LT,1991,new_sp_m1524,0.0
10351,LT,1992,new_sp_m1524,0.0
10352,LT,1994,new_sp_m1524,0.0
10353,LT,1997,new_sp_m1524,53.0
10354,LT,1998,new_sp_m1524,38.0
10355,LT,2000,new_sp_m1524,38.0
10356,LT,2001,new_sp_m1524,35.0
10357,LT,2006,new_sp_m1524,38.0
10358,LT,2007,new_sp_m1524,31.0
10359,LU,1980,new_sp_m1524,0.0
10360,LU,1981,new_sp_m1524,0.0
10361,LU,1982,new_sp_m1524,0.0
10362,LU,1983,new_sp_m1524,0.0
10363,LU,1984,new_sp_m1524,0.0
10364,LU,1985,new_sp_m1524,0.0
10365,LU,1986,new_sp_m1524,0.0
10366,LU,1987,new_sp_m1524,0.0
10367,LU,1988,new_sp_m1524,0.0
10368,LU,1989,new_sp_m1524,0.0
10369,LU,1990,new_sp_m1524,0.0
10370,LU,1991,new_sp_m1524,0.0
10371,LU,1992,new_sp_m1524,0.0
10372,LU,1993,new_sp_m1524,0.0
10373,LU,1994,new_sp_m1524,0.0
10374,LU,1995,new_sp_m1524,0.0
10375,LU,1996,new_sp_m1524,5.0
10376,LU,1997,new_sp_m1524,2.0
10377,LU,1999,new_sp_m1524,0.0
10378,LU,2002,new_sp_m1524,0.0
10379,LU,2004,new_sp_m1524,1.0
10380,LU,2006,new_sp_m1524,0.0
10381,LU,2008,new_sp_m1524,0.0
10382,LV,1980,new_sp_m1524,0.0
10383,LV,1981,new_sp_m1524,0.0
10384,LV,1982,new_sp_m1524,0.0
10385,LV,1983,new_sp_m1524,0.0
10386,LV,1984,new_sp_m1524,0.0
10387,LV,1985,new_sp_m1524,0.0
10388,LV,1986,new_sp_m1524,0.0
10389,LV,1987,new_sp_m1524,0.0
10390,LV,1988,new_sp_m1524,0.0
10391,LV,1989,new_sp_m1524,0.0
10392,LV,1990,new_sp_m1524,0.0
10393,LV,1991,new_sp_m1524,0.0
10394,LV,1992,new_sp_m1524,0.0
10395,LV,1994,new_sp_m1524,0.0
10396,LV,1995,new_sp_m1524,20.0
10397,LV,1996,new_sp_m1524,28.0
10398,LV,1997,new_sp_m1524,47.0
10399,LV,1998,new_sp_m1524,58.0
10400,LV,1999,new_sp_m1524,48.0
10401,LV,2000,new_sp_m1524,53.0
10402,LV,2001,new_sp_m1524,48.0
10403,LV,2002,new_sp_m1524,32.0
10404,LV,2003,new_sp_m1524,36.0
10405,LV,2004,new_sp_m1524,30.0
10406,LV,2008,new_sp_m1524,28.0
10407,LY,1980,new_sp_m1524,0.0
10408,LY,1981,new_sp_m1524,0.0
10409,LY,1982,new_sp_m1524,0.0
10410,LY,1983,new_sp_m1524,0.0
10411,LY,1984,new_sp_m1524,0.0
10412,LY,1985,new_sp_m1524,0.0
10413,LY,1986,new_sp_m1524,0.0
10414,LY,1987,new_sp_m1524,0.0
10415,LY,1988,new_sp_m1524,0.0
10416,LY,1989,new_sp_m1524,0.0
10417,LY,1990,new_sp_m1524,0.0
10418,LY,1991,new_sp_m1524,0.0
10419,LY,1992,new_sp_m1524,0.0
10420,LY,1994,new_sp_m1524,0.0
10421,LY,1996,new_sp_m1524,93.0
10422,LY,1998,new_sp_m1524,0.0
10423,LY,2003,new_sp_m1524,108.0
10424,LY,2004,new_sp_m1524,113.0
10425,LY,2005,new_sp_m1524,114.0
10426,LY,2006,new_sp_m1524,98.0
10427,MA,1980,new_sp_m1524,0.0
10428,MA,1981,new_sp_m1524,0.0
10429,MA,1982,new_sp_m1524,0.0
10430,MA,1983,new_sp_m1524,0.0
10431,MA,1984,new_sp_m1524,0.0
10432,MA,1985,new_sp_m1524,0.0
10433,MA,1986,new_sp_m1524,0.0
10434,MA,1987,new_sp_m1524,0.0
10435,MA,1988,new_sp_m1524,0.0
10436,MA,1989,new_sp_m1524,0.0
10437,MA,1990,new_sp_m1524,0.0
10438,MA,1991,new_sp_m1524,0.0
10439,MA,1992,new_sp_m1524,0.0
10440,MA,1993,new_sp_m1524,0.0
10441,MA,1994,new_sp_m1524,0.0
10442,MA,1995,new_sp_m1524,2508.0
10443,MA,1996,new_sp_m1524,2618.0
10444,MA,1997,new_sp_m1524,2328.0
10445,MA,1998,new_sp_m1524,2308.0
10446,MA,1999,new_sp_m1524,2296.0
10447,MA,2000,new_sp_m1524,2061.0
10448,MA,2001,new_sp_m1524,2200.0
10449,MA,2002,new_sp_m1524,2190.0
10450,MA,2003,new_sp_m1524,2225.0
10451,MA,2004,new_sp_m1524,2081.0
10452,MA,2005,new_sp_m1524,2222.0
10453,MC,1980,new_sp_m1524,0.0
10454,MC,1981,new_sp_m1524,0.0
10455,MC,1982,new_sp_m1524,0.0
10456,MC,1983,new_sp_m1524,0.0
10457,MC,1984,new_sp_m1524,0.0
10458,MC,1985,new_sp_m1524,0.0
10459,MC,1986,new_sp_m1524,0.0
10460,MC,1987,new_sp_m1524,0.0
10461,MC,1988,new_sp_m1524,0.0
10462,MC,1989,new_sp_m1524,0.0
10463,MC,1990,new_sp_m1524,0.0
10464,MC,1991,new_sp_m1524,0.0
10465,MC,1992,new_sp_m1524,0.0
10466,MC,1994,new_sp_m1524,0.0
10467,MC,1995,new_sp_m1524,0.0
10468,MC,1996,new_sp_m1524,0.0
10469,MC,1997,new_sp_m1524,0.0
10470,MC,1998,new_sp_m1524,0.0
10471,MC,1999,new_sp_m1524,0.0
10472,MC,2000,new_sp_m1524,0.0
10473,MC,2001,new_sp_m1524,0.0
10474,MC,2002,new_sp_m1524,0.0
10475,MC,2006,new_sp_m1524,0.0
10476,MC,2007,new_sp_m1524,0.0
10477,MC,2008,new_sp_m1524,0.0
10478,MD,1980,new_sp_m1524,0.0
10479,MD,1981,new_sp_m1524,0.0
10480,MD,1982,new_sp_m1524,0.0
10481,MD,1983,new_sp_m1524,0.0
10482,MD,1984,new_sp_m1524,0.0
10483,MD,1985,new_sp_m1524,0.0
10484,MD,1986,new_sp_m1524,0.0
10485,MD,1987,new_sp_m1524,0.0
10486,MD,1988,new_sp_m1524,0.0
10487,MD,1989,new_sp_m1524,0.0
10488,MD,1990,new_sp_m1524,0.0
10489,MD,1991,new_sp_m1524,0.0
10490,MD,1992,new_sp_m1524,0.0
10491,MD,1995,new_sp_m1524,55.0
10492,MD,1996,new_sp_m1524,26.0
10493,MD,1997,new_sp_m1524,51.0
10494,MD,1998,new_sp_m1524,72.0
10495,MD,1999,new_sp_m1524,89.0
10496,MD,2001,new_sp_m1524,152.0
10497,MD,2002,new_sp_m1524,159.0
10498,MD,2003,new_sp_m1524,152.0
10499,MD,2004,new_sp_m1524,210.0
10500,MD,2006,new_sp_m1524,175.0
10501,ME,2005,new_sp_m1524,3.0
10502,ME,2006,new_sp_m1524,0.0
10503,ME,2007,new_sp_m1524,0.0
10504,ME,2008,new_sp_m1524,2.0
10505,MG,1980,new_sp_m1524,0.0
10506,MG,1981,new_sp_m1524,0.0
10507,MG,1982,new_sp_m1524,0.0
10508,MG,1983,new_sp_m1524,0.0
10509,MG,1984,new_sp_m1524,0.0
10510,MG,1985,new_sp_m1524,0.0
10511,MG,1986,new_sp_m1524,0.0
10512,MG,1987,new_sp_m1524,0.0
10513,MG,1988,new_sp_m1524,0.0
10514,MG,1989,new_sp_m1524,0.0
10515,MG,1990,new_sp_m1524,0.0
10516,MG,1991,new_sp_m1524,0.0
10517,MG,1992,new_sp_m1524,0.0
10518,MG,1995,new_sp_m1524,791.0
10519,MG,1997,new_sp_m1524,0.0
10520,MG,2000,new_sp_m1524,0.0
10521,MG,2001,new_sp_m1524,1033.0
10522,MG,2006,new_sp_m1524,1500.0
10523,MH,1980,new_sp_m1524,0.0
10524,MH,1981,new_sp_m1524,0.0
10525,MH,1982,new_sp_m1524,0.0
10526,MH,1983,new_sp_m1524,0.0
10527,MH,1984,new_sp_m1524,0.0
10528,MH,1985,new_sp_m1524,0.0
10529,MH,1986,new_sp_m1524,0.0
10530,MH,1987,new_sp_m1524,0.0
10531,MH,1988,new_sp_m1524,0.0
10532,MH,1989,new_sp_m1524,0.0
10533,MH,1991,new_sp_m1524,0.0
10534,MH,1992,new_sp_m1524,0.0
10535,MH,1995,new_sp_m1524,0.0
10536,MH,1998,new_sp_m1524,2.0
10537,MH,2002,new_sp_m1524,1.0
10538,MH,2004,new_sp_m1524,5.0
10539,MH,2005,new_sp_m1524,4.0
10540,MH,2006,new_sp_m1524,4.0
10541,MH,2008,new_sp_m1524,1.0
10542,MK,1992,new_sp_m1524,0.0
10543,MK,1993,new_sp_m1524,0.0
10544,MK,1994,new_sp_m1524,0.0
10545,MK,1995,new_sp_m1524,15.0
10546,MK,1997,new_sp_m1524,8.0
10547,MK,1999,new_sp_m1524,11.0
10548,MK,2000,new_sp_m1524,8.0
10549,MK,2001,new_sp_m1524,10.0
10550,MK,2002,new_sp_m1524,20.0
10551,MK,2003,new_sp_m1524,20.0
10552,MK,2004,new_sp_m1524,12.0
10553,ML,1980,new_sp_m1524,0.0
10554,ML,1981,new_sp_m1524,0.0
10555,ML,1982,new_sp_m1524,0.0
10556,ML,1983,new_sp_m1524,0.0
10557,ML,1984,new_sp_m1524,0.0
10558,ML,1985,new_sp_m1524,0.0
10559,ML,1986,new_sp_m1524,0.0
10560,ML,1987,new_sp_m1524,0.0
10561,ML,1988,new_sp_m1524,0.0
10562,ML,1989,new_sp_m1524,0.0
10563,ML,1990,new_sp_m1524,0.0
10564,ML,1991,new_sp_m1524,0.0
10565,ML,1992,new_sp_m1524,0.0
10566,ML,1993,new_sp_m1524,0.0
10567,ML,1995,new_sp_m1524,72.0
10568,ML,1996,new_sp_m1524,182.0
10569,ML,1999,new_sp_m1524,235.0
10570,ML,2000,new_sp_m1524,206.0
10571,ML,2001,new_sp_m1524,0.0
10572,ML,2002,new_sp_m1524,209.0
10573,ML,2003,new_sp_m1524,348.0
10574,ML,2004,new_sp_m1524,302.0
10575,ML,2005,new_sp_m1524,350.0
10576,ML,2006,new_sp_m1524,361.0
10577,ML,2007,new_sp_m1524,369.0
10578,MM,1980,new_sp_m1524,0.0
10579,MM,1981,new_sp_m1524,0.0
10580,MM,1982,new_sp_m1524,0.0
10581,MM,1983,new_sp_m1524,0.0
10582,MM,1984,new_sp_m1524,0.0
10583,MM,1985,new_sp_m1524,0.0
10584,MM,1986,new_sp_m1524,0.0
10585,MM,1987,new_sp_m1524,0.0
10586,MM,1988,new_sp_m1524,0.0
10587,MM,1989,new_sp_m1524,0.0
10588,MM,1990,new_sp_m1524,0.0
10589,MM,1991,new_sp_m1524,0.0
10590,MM,1992,new_sp_m1524,0.0
10591,MM,1993,new_sp_m1524,0.0
10592,MM,1996,new_sp_m1524,767.0
10593,MM,1998,new_sp_m1524,798.0
10594,MM,1999,new_sp_m1524,936.0
10595,MM,2000,new_sp_m1524,1459.0
10596,MM,2002,new_sp_m1524,2125.0
10597,MM,2003,new_sp_m1524,2536.0
10598,MM,2004,new_sp_m1524,2777.0
10599,MM,2005,new_sp_m1524,3401.0
10600,MM,2006,new_sp_m1524,3572.0
10601,MM,2007,new_sp_m1524,3591.0
10602,MM,2008,new_sp_m1524,3416.0
10603,MN,1980,new_sp_m1524,0.0
10604,MN,1981,new_sp_m1524,0.0
10605,MN,1982,new_sp_m1524,0.0
10606,MN,1983,new_sp_m1524,0.0
10607,MN,1984,new_sp_m1524,0.0
10608,MN,1985,new_sp_m1524,0.0
10609,MN,1986,new_sp_m1524,0.0
10610,MN,1987,new_sp_m1524,0.0
10611,MN,1988,new_sp_m1524,0.0
10612,MN,1989,new_sp_m1524,0.0
10613,MN,1990,new_sp_m1524,0.0
10614,MN,1991,new_sp_m1524,0.0
10615,MN,1992,new_sp_m1524,0.0
10616,MN,1993,new_sp_m1524,0.0
10617,MN,1996,new_sp_m1524,103.0
10618,MN,1997,new_sp_m1524,173.0
10619,MN,1998,new_sp_m1524,213.0
10620,MN,1999,new_sp_m1524,213.0
10621,MN,2000,new_sp_m1524,181.0
10622,MN,2002,new_sp_m1524,242.0
10623,MN,2003,new_sp_m1524,206.0
10624,MN,2004,new_sp_m1524,287.0
10625,MN,2005,new_sp_m1524,271.0
10626,MN,2006,new_sp_m1524,317.0
10627,MN,2007,new_sp_m1524,280.0
10628,MN,2008,new_sp_m1524,289.0
10629,MO,1980,new_sp_m1524,0.0
10630,MO,1981,new_sp_m1524,0.0
10631,MO,1982,new_sp_m1524,0.0
10632,MO,1983,new_sp_m1524,0.0
10633,MO,1984,new_sp_m1524,0.0
10634,MO,1985,new_sp_m1524,0.0
10635,MO,1986,new_sp_m1524,0.0
10636,MO,1987,new_sp_m1524,0.0
10637,MO,1988,new_sp_m1524,0.0
10638,MO,1989,new_sp_m1524,0.0
10639,MO,1990,new_sp_m1524,0.0
10640,MO,1991,new_sp_m1524,0.0
10641,MO,1992,new_sp_m1524,0.0
10642,MO,1994,new_sp_m1524,0.0
10643,MO,1995,new_sp_m1524,7.0
10644,MO,1999,new_sp_m1524,0.0
10645,MO,2001,new_sp_m1524,9.0
10646,MO,2002,new_sp_m1524,13.0
10647,MO,2003,new_sp_m1524,9.0
10648,MO,2004,new_sp_m1524,8.0
10649,MO,2005,new_sp_m1524,6.0
10650,MO,2006,new_sp_m1524,15.0
10651,MO,2007,new_sp_m1524,14.0
10652,MP,1981,new_sp_m1524,0.0
10653,MP,1982,new_sp_m1524,0.0
10654,MP,1983,new_sp_m1524,0.0
10655,MP,1984,new_sp_m1524,0.0
10656,MP,1985,new_sp_m1524,0.0
