,iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
867,BZ,2005,59.0,0.0,0.0,8.0,8.0,6.0,8.0,5.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0
871,CA,1980,951.0,0.0,0.0,54.0,75.0,83.0,100.0,108.0,186.0,0.0,0.0,0.0,62.0,51.0,34.0,31.0,33.0,104.0,0.0
872,CA,1981,803.0,0.0,0.0,49.0,61.0,64.0,87.0,103.0,141.0,0.0,0.0,0.0,46.0,57.0,26.0,28.0,35.0,92.0,0.0
873,CA,1982,812.0,0.0,0.0,52.0,66.0,69.0,90.0,91.0,150.0,0.0,0.0,0.0,51.0,57.0,30.0,25.0,38.0,80.0,0.0
874,CA,1983,771.0,0.0,0.0,47.0,63.0,62.0,90.0,92.0,123.0,0.0,0.0,0.0,50.0,50.0,29.0,24.0,35.0,86.0,0.0
875,CA,1984,811.0,0.0,0.0,44.0,75.0,58.0,68.0,83.0,169.0,0.0,0.0,0.0,51.0,59.0,28.0,28.0,36.0,100.0,0.0
876,CA,1985,791.0,0.0,0.0,42.0,70.0,59.0,77.0,81.0,168.0,0.0,0.0,0.0,30.0,56.0,19.0,28.0,48.0,97.0,0.0
877,CA,1986,752.0,0.0,0.0,58.0,73.0,62.0,59.0,73.0,147.0,0.0,0.0,0.0,33.0,54.0,33.0,20.0,26.0,95.0,0.0
878,CA,1987,668.0,0.0,0.0,40.0,71.0,60.0,49.0,64.0,129.0,0.0,0.0,0.0,39.0,48.0,29.0,17.0,26.0,79.0,0.0
879,CA,1988,682.0,0.0,0.0,43.0,73.0,62.0,52.0,68.0,131.0,0.0,0.0,0.0,38.0,56.0,27.0,16.0,26.0,80.0,0.0
880,CA,1989,652.0,0.0,0.0,45.0,56.0,60.0,54.0,62.0,122.0,0.0,0.0,0.0,37.0,51.0,23.0,24.0,21.0,81.0,0.0
881,CA,1990,549.0,0.0,0.0,35.0,70.0,55.0,40.0,42.0,100.0,0.0,0.0,0.0,30.0,38.0,26.0,17.0,20.0,72.0,0.0
882,CA,1991,543.0,0.0,0.0,37.0,79.0,53.0,37.0,36.0,110.0,0.0,0.0,0.0,23.0,37.0,31.0,9.0,20.0,60.0,0.0
883,CA,1992,506.0,0.0,0.0,42.0,47.0,58.0,41.0,51.0,79.0,0.0,0.0,0.0,27.0,28.0,21.0,11.0,15.0,78.0,0.0
884,CA,1993,488.0,0.0,0.0,33.0,47.0,53.0,43.0,33.0,74.0,0.0,0.0,0.0,22.0,50.0,22.0,21.0,21.0,55.0,0.0
885,CA,1994,483.0,0.0,0.0,42.0,54.0,42.0,43.0,34.0,87.0,0.0,0.0,0.0,37.0,37.0,19.0,11.0,13.0,59.0,0.0
886,CA,1995,436.0,0.0,0.0,28.0,31.0,60.0,34.0,41.0,70.0,0.0,0.0,0.0,33.0,28.0,22.0,12.0,18.0,51.0,0.0
887,CA,1996,430.0,0.0,0.0,28.0,49.0,48.0,31.0,34.0,70.0,0.0,0.0,0.0,23.0,34.0,28.0,14.0,16.0,50.0,0.0
888,CA,1997,473.0,0.0,0.0,21.0,55.0,44.0,30.0,44.0,90.0,0.0,0.0,0.0,36.0,44.0,26.0,13.0,16.0,53.0,0.0
889,CA,1998,438.0,0.0,0.0,33.0,43.0,51.0,31.0,26.0,80.0,0.0,0.0,0.0,26.0,31.0,26.0,14.0,18.0,54.0,0.0
890,CA,1999,455.0,0.0,0.0,23.0,47.0,51.0,36.0,33.0,94.0,0.0,0.0,0.0,33.0,31.0,28.0,13.0,11.0,51.0,0.0
891,CA,2000,492.0,0.0,0.0,34.0,45.0,46.0,41.0,32.0,79.0,0.0,0.0,0.0,33.0,40.0,30.0,25.0,12.0,66.0,0.0
892,CA,2001,458.0,0.0,0.0,24.0,49.0,56.0,40.0,22.0,76.0,0.0,0.0,0.0,23.0,41.0,33.0,16.0,14.0,53.0,0.0
893,CA,2002,408.0,0.0,0.0,25.0,34.0,50.0,34.0,27.0,64.0,0.0,0.0,0.0,32.0,31.0,26.0,17.0,17.0,45.0,0.0
894,CA,2003,332.0,0.0,0.0,26.0,36.0,37.0,32.0,21.0,42.0,0.0,0.0,0.0,21.0,28.0,25.0,15.0,9.0,36.0,0.0
895,CA,2004,438.0,0.0,0.0,25.0,34.0,38.0,32.0,31.0,64.0,0.0,0.0,0.0,34.0,55.0,34.0,19.0,22.0,48.0,0.0
924,CD,2004,62192.0,0.0,0.0,7007.0,9467.0,7114.0,4442.0,2376.0,1229.0,0.0,0.0,0.0,7630.0,8540.0,5529.0,3413.0,1850.0,721.0,0.0
925,CD,2005,65040.0,0.0,0.0,6675.0,9808.0,7577.0,5022.0,2637.0,1499.0,0.0,0.0,0.0,7570.0,8501.0,5832.0,3898.0,2054.0,951.0,0.0
927,CD,2007,66099.0,0.0,0.0,6485.0,9548.0,7925.0,5341.0,2801.0,1752.0,0.0,0.0,0.0,7130.0,8415.0,5939.0,4127.0,2352.0,1099.0,0.0
928,CD,2008,69477.0,0.0,0.0,6497.0,9988.0,8552.0,5756.0,3131.0,1686.0,0.0,0.0,0.0,7304.0,8995.0,6393.0,4104.0,2516.0,1212.0,0.0
941,CF,1995,1794.0,0.0,0.0,162.0,356.0,206.0,120.0,40.0,18.0,0.0,0.0,0.0,233.0,350.0,145.0,57.0,21.0,9.0,0.0
944,CF,1998,2637.0,0.0,0.0,205.0,482.0,328.0,157.0,76.0,46.0,0.0,0.0,0.0,353.0,476.0,217.0,115.0,61.0,26.0,0.0
945,CF,1999,2725.0,0.0,0.0,224.0,529.0,367.0,123.0,67.0,65.0,0.0,0.0,0.0,376.0,498.0,196.0,86.0,52.0,42.0,0.0
947,CF,2001,1382.0,0.0,0.0,127.0,279.0,171.0,78.0,45.0,16.0,0.0,0.0,0.0,179.0,236.0,123.0,64.0,23.0,1.0,0.0
948,CF,2002,2758.0,0.0,0.0,264.0,462.0,414.0,154.0,82.0,22.0,0.0,0.0,0.0,315.0,402.0,262.0,139.0,82.0,18.0,0.0
950,CF,2004,2923.0,0.0,0.0,58.0,694.0,575.0,241.0,30.0,14.0,0.0,0.0,0.0,60.0,430.0,559.0,181.0,46.0,9.0,0.0
951,CF,2005,2153.0,0.0,0.0,40.0,1136.0,160.0,26.0,35.0,15.0,0.0,0.0,0.0,32.0,420.0,145.0,30.0,40.0,15.0,0.0
954,CF,2008,4232.0,0.0,0.0,466.0,643.0,515.0,276.0,160.0,81.0,0.0,0.0,0.0,481.0,673.0,378.0,196.0,136.0,57.0,0.0
982,CG,2007,3552.0,0.0,0.0,351.0,635.0,482.0,233.0,78.0,63.0,0.0,0.0,0.0,411.0,608.0,334.0,153.0,71.0,60.0,0.0
983,CG,2008,3371.0,0.0,0.0,417.0,606.0,469.0,195.0,68.0,49.0,0.0,0.0,0.0,396.0,505.0,308.0,135.0,85.0,51.0,0.0
999,CH,1995,185.0,0.0,0.0,12.0,23.0,26.0,23.0,13.0,27.0,0.0,0.0,0.0,13.0,20.0,9.0,1.0,2.0,15.0,0.0
1000,CH,1996,172.0,0.0,0.0,12.0,28.0,27.0,17.0,17.0,22.0,0.0,0.0,0.0,6.0,18.0,4.0,4.0,4.0,12.0,0.0
1001,CH,1997,144.0,0.0,0.0,16.0,20.0,15.0,11.0,7.0,25.0,0.0,0.0,0.0,14.0,14.0,6.0,2.0,2.0,12.0,0.0
1002,CH,1998,165.0,0.0,0.0,15.0,30.0,26.0,12.0,10.0,23.0,0.0,0.0,0.0,11.0,15.0,6.0,4.0,1.0,11.0,0.0
1003,CH,1999,98.0,0.0,0.0,12.0,15.0,17.0,6.0,6.0,5.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,2.0,6.0,0.0
1028,CI,1995,8254.0,0.0,0.0,989.0,2092.0,1344.0,759.0,283.0,130.0,0.0,0.0,0.0,810.0,813.0,497.0,273.0,105.0,19.0,0.0
1039,CI,2006,12867.0,0.0,0.0,1467.0,2476.0,1614.0,915.0,564.0,368.0,0.0,0.0,0.0,1327.0,1776.0,1069.0,445.0,275.0,209.0,0.0
1040,CI,2007,14071.0,0.0,0.0,1576.0,2705.0,1817.0,981.0,532.0,429.0,0.0,0.0,0.0,1349.0,1973.0,1126.0,596.0,354.0,235.0,0.0
1041,CI,2008,15294.0,0.0,0.0,1764.0,2944.0,1842.0,1121.0,649.0,482.0,0.0,0.0,0.0,1477.0,2085.0,1171.0,641.0,326.0,254.0,0.0
1042,CK,1980,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1043,CK,1981,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1044,CK,1982,12.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
1045,CK,1983,15.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0
1046,CK,1984,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,CK,1985,8.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1049,CK,1987,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,CK,1989,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,CK,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,CK,1992,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1057,CK,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1058,CK,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1059,CK,1997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1063,CK,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,CK,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,CK,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,CK,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,CK,2008,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,CL,1999,1497.0,0.0,0.0,118.0,173.0,204.0,206.0,132.0,132.0,0.0,0.0,0.0,87.0,109.0,97.0,52.0,76.0,98.0,0.0
1091,CL,2000,1290.0,0.0,0.0,81.0,160.0,198.0,150.0,132.0,126.0,0.0,0.0,0.0,66.0,96.0,70.0,54.0,58.0,83.0,0.0
1092,CL,2001,1355.0,0.0,0.0,78.0,183.0,213.0,190.0,116.0,138.0,0.0,0.0,0.0,69.0,85.0,76.0,58.0,55.0,83.0,0.0
1093,CL,2002,1412.0,0.0,0.0,87.0,163.0,196.0,193.0,144.0,160.0,0.0,0.0,0.0,64.0,91.0,82.0,76.0,54.0,89.0,0.0
1094,CL,2003,1276.0,0.0,0.0,77.0,131.0,181.0,183.0,150.0,136.0,0.0,0.0,0.0,59.0,106.0,81.0,42.0,41.0,80.0,0.0
1095,CL,2004,1297.0,0.0,0.0,87.0,148.0,179.0,187.0,124.0,168.0,0.0,0.0,0.0,58.0,74.0,76.0,57.0,57.0,74.0,0.0
1117,CM,1997,3548.0,0.0,0.0,321.0,1011.0,387.0,269.0,79.0,24.0,0.0,0.0,0.0,277.0,522.0,341.0,179.0,63.0,14.0,0.0
1118,CM,1998,4374.0,0.0,0.0,651.0,1006.0,787.0,262.0,87.0,35.0,0.0,0.0,0.0,443.0,595.0,268.0,112.0,53.0,30.0,0.0
1119,CM,1999,5832.0,0.0,0.0,602.0,1595.0,736.0,433.0,166.0,59.0,0.0,0.0,0.0,506.0,783.0,505.0,235.0,95.0,21.0,0.0
1120,CM,2000,3960.0,0.0,0.0,518.0,842.0,584.0,284.0,130.0,75.0,0.0,0.0,0.0,368.0,530.0,293.0,139.0,60.0,33.0,0.0
1123,CM,2003,10692.0,0.0,0.0,1176.0,2274.0,1516.0,788.0,330.0,160.0,0.0,0.0,0.0,1273.0,1542.0,745.0,363.0,217.0,72.0,0.0
1124,CM,2004,11218.0,0.0,0.0,1312.0,2147.0,1575.0,928.0,408.0,259.0,0.0,0.0,0.0,1310.0,1449.0,756.0,412.0,214.0,140.0,0.0
1125,CM,2005,13001.0,0.0,0.0,1472.0,2482.0,1766.0,1035.0,463.0,289.0,0.0,0.0,0.0,1467.0,1788.0,1028.0,503.0,205.0,143.0,0.0
1126,CM,2006,12870.0,0.0,0.0,1401.0,2550.0,1820.0,1080.0,437.0,300.0,0.0,0.0,0.0,1358.0,1823.0,960.0,470.0,266.0,142.0,0.0
1127,CM,2007,13220.0,0.0,0.0,1392.0,2613.0,1874.0,1011.0,480.0,307.0,0.0,0.0,0.0,1443.0,1963.0,985.0,483.0,248.0,148.0,0.0
1149,CN,2002,194972.0,0.0,0.0,17933.0,25242.0,22645.0,23884.0,19564.0,22562.0,0.0,0.0,0.0,13250.0,15188.0,10505.0,8796.0,6586.0,6740.0,0.0
1151,CN,2004,384886.0,0.0,0.0,35465.0,43594.0,45408.0,46256.0,41846.0,50797.0,0.0,0.0,0.0,25951.0,25150.0,20613.0,16995.0,14038.0,15739.0,0.0
1152,CN,2005,472719.0,0.0,0.0,43005.0,49558.0,55400.0,54872.0,53822.0,69779.0,0.0,0.0,0.0,31180.0,27759.0,24728.0,19889.0,18203.0,21244.0,0.0
1153,CN,2006,468291.0,0.0,0.0,44528.0,48232.0,56733.0,54301.0,53746.0,68557.0,0.0,0.0,0.0,30904.0,26526.0,24564.0,18775.0,17782.0,21212.0,0.0
1154,CN,2007,465877.0,0.0,0.0,44011.0,46374.0,56224.0,54960.0,56288.0,70376.0,0.0,0.0,0.0,29960.0,24914.0,23542.0,18129.0,17647.0,21339.0,0.0
1155,CN,2008,462596.0,0.0,0.0,45596.0,44651.0,56182.0,55740.0,57492.0,69678.0,0.0,0.0,0.0,29223.0,23484.0,22370.0,17565.0,17814.0,21086.0,0.0
1175,CO,1999,8329.0,0.0,0.0,1730.0,1473.0,1796.0,1500.0,350.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,CO,2000,8358.0,0.0,0.0,763.0,1030.0,963.0,743.0,610.0,746.0,0.0,0.0,0.0,587.0,758.0,523.0,381.0,304.0,510.0,0.0
1177,CO,2001,8022.0,0.0,0.0,1037.0,703.0,722.0,869.0,646.0,653.0,0.0,0.0,0.0,865.0,544.0,429.0,436.0,350.0,359.0,0.0
1179,CO,2003,7972.0,0.0,0.0,684.0,816.0,844.0,853.0,642.0,761.0,0.0,0.0,0.0,662.0,692.0,512.0,382.0,292.0,421.0,0.0
1180,CO,2004,7640.0,0.0,0.0,732.0,824.0,743.0,725.0,564.0,737.0,0.0,0.0,0.0,624.0,647.0,513.0,361.0,331.0,426.0,0.0
1181,CO,2005,6870.0,0.0,0.0,623.0,685.0,666.0,687.0,510.0,695.0,0.0,0.0,0.0,581.0,533.0,457.0,389.0,292.0,395.0,0.0
1182,CO,2006,7648.0,0.0,0.0,709.0,713.0,737.0,785.0,573.0,766.0,0.0,0.0,0.0,603.0,653.0,520.0,377.0,314.0,469.0,0.0
1183,CO,2007,7188.0,0.0,0.0,618.0,704.0,694.0,712.0,574.0,786.0,0.0,0.0,0.0,599.0,620.0,459.0,393.0,286.0,461.0,0.0
1184,CO,2008,7196.0,0.0,0.0,666.0,736.0,666.0,749.0,610.0,797.0,0.0,0.0,0.0,580.0,608.0,441.0,384.0,284.0,406.0,0.0
1206,CR,2001,385.0,0.0,0.0,26.0,53.0,72.0,50.0,29.0,36.0,0.0,0.0,0.0,18.0,31.0,20.0,16.0,16.0,15.0,0.0
1207,CR,2002,328.0,0.0,0.0,26.0,45.0,44.0,43.0,19.0,38.0,0.0,0.0,0.0,13.0,24.0,19.0,14.0,15.0,19.0,0.0
1208,CR,2003,346.0,0.0,0.0,33.0,47.0,32.0,39.0,28.0,33.0,0.0,0.0,0.0,25.0,24.0,21.0,30.0,11.0,16.0,0.0
1209,CR,2004,419.0,0.0,0.0,49.0,62.0,45.0,36.0,29.0,43.0,0.0,0.0,0.0,35.0,29.0,34.0,11.0,18.0,22.0,0.0
1210,CR,2005,330.0,0.0,0.0,43.0,38.0,53.0,34.0,20.0,34.0,0.0,0.0,0.0,21.0,31.0,18.0,16.0,6.0,14.0,0.0
1229,CU,1995,834.0,0.0,0.0,59.0,118.0,83.0,75.0,75.0,156.0,0.0,0.0,0.0,17.0,52.0,29.0,39.0,48.0,80.0,0.0
1230,CU,1996,835.0,0.0,0.0,54.0,136.0,86.0,93.0,84.0,138.0,0.0,0.0,0.0,29.0,44.0,20.0,45.0,42.0,63.0,0.0
1231,CU,1997,765.0,0.0,0.0,69.0,151.0,83.0,63.0,77.0,116.0,0.0,0.0,0.0,16.0,49.0,33.0,32.0,28.0,46.0,0.0
1233,CU,1999,720.0,0.0,0.0,55.0,163.0,97.0,68.0,72.0,100.0,0.0,0.0,0.0,15.0,37.0,27.0,20.0,28.0,35.0,0.0
1234,CU,2000,675.0,0.0,0.0,71.0,167.0,90.0,74.0,55.0,75.0,0.0,0.0,0.0,9.0,22.0,26.0,22.0,23.0,39.0,0.0
1235,CU,2001,559.0,0.0,0.0,36.0,136.0,87.0,39.0,54.0,67.0,0.0,0.0,0.0,24.0,17.0,22.0,17.0,20.0,39.0,0.0
1236,CU,2002,540.0,0.0,0.0,21.0,104.0,83.0,67.0,45.0,77.0,0.0,0.0,0.0,15.0,28.0,22.0,21.0,20.0,34.0,0.0
1237,CU,2003,507.0,0.0,0.0,23.0,90.0,91.0,62.0,51.0,78.0,0.0,0.0,0.0,11.0,14.0,20.0,23.0,13.0,29.0,0.0
1239,CU,2005,467.0,0.0,0.0,20.0,73.0,90.0,50.0,58.0,51.0,0.0,0.0,0.0,14.0,17.0,26.0,13.0,22.0,29.0,0.0
1240,CU,2006,432.0,0.0,0.0,22.0,73.0,93.0,50.0,47.0,50.0,0.0,0.0,0.0,8.0,18.0,22.0,12.0,14.0,23.0,0.0
1261,CV,2004,169.0,0.0,0.0,8.0,33.0,17.0,20.0,2.0,7.0,0.0,0.0,0.0,17.0,34.0,11.0,7.0,6.0,4.0,0.0
1262,CV,2005,135.0,0.0,0.0,22.0,23.0,26.0,9.0,2.0,8.0,0.0,0.0,0.0,9.0,16.0,4.0,5.0,3.0,6.0,0.0
1264,CV,2007,158.0,0.0,0.0,24.0,30.0,26.0,18.0,4.0,6.0,0.0,0.0,0.0,18.0,17.0,5.0,1.0,3.0,6.0,0.0
1265,CV,2008,197.0,0.0,0.0,23.0,33.0,29.0,27.0,12.0,6.0,0.0,0.0,0.0,18.0,21.0,11.0,3.0,5.0,3.0,0.0
1282,CY,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,CY,2002,8.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,CY,2003,14.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
1290,CY,2004,10.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,CY,2006,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1293,CY,2007,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
1294,CY,2008,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1312,CZ,1997,481.0,0.0,0.0,5.0,25.0,71.0,94.0,64.0,83.0,0.0,0.0,0.0,12.0,8.0,12.0,17.0,18.0,72.0,0.0
1313,CZ,1998,545.0,0.0,0.0,7.0,37.0,88.0,104.0,67.0,95.0,0.0,0.0,0.0,6.0,17.0,12.0,18.0,11.0,82.0,0.0
1314,CZ,1999,449.0,0.0,0.0,13.0,27.0,62.0,98.0,45.0,75.0,0.0,0.0,0.0,5.0,14.0,18.0,15.0,3.0,71.0,0.0
1316,CZ,2001,391.0,0.0,0.0,18.0,39.0,47.0,85.0,43.0,50.0,0.0,0.0,0.0,10.0,17.0,8.0,11.0,9.0,54.0,0.0
1317,CZ,2002,329.0,0.0,0.0,14.0,28.0,39.0,89.0,38.0,40.0,0.0,0.0,0.0,6.0,10.0,8.0,8.0,6.0,43.0,0.0
1318,CZ,2003,338.0,0.0,0.0,11.0,28.0,42.0,67.0,48.0,50.0,0.0,0.0,0.0,9.0,15.0,15.0,12.0,7.0,34.0,0.0
1319,CZ,2004,302.0,0.0,0.0,10.0,28.0,36.0,71.0,30.0,35.0,0.0,0.0,0.0,11.0,17.0,9.0,13.0,13.0,29.0,0.0
1320,CZ,2005,308.0,0.0,0.0,8.0,24.0,57.0,55.0,45.0,46.0,0.0,0.0,0.0,3.0,14.0,16.0,7.0,5.0,28.0,0.0
1321,CZ,2006,257.0,0.0,0.0,6.0,19.0,39.0,56.0,38.0,25.0,0.0,0.0,0.0,4.0,12.0,12.0,10.0,6.0,30.0,0.0
1322,CZ,2007,267.0,0.0,0.0,14.0,26.0,35.0,63.0,39.0,29.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,5.0,28.0,0.0
1323,CZ,2008,251.0,0.0,0.0,7.0,29.0,39.0,44.0,36.0,32.0,0.0,0.0,0.0,4.0,14.0,8.0,5.0,10.0,23.0,0.0
1339,DE,1995,3852.0,0.0,0.0,179.0,453.0,539.0,460.0,442.0,625.0,0.0,0.0,0.0,115.0,251.0,167.0,89.0,104.0,397.0,0.0
1341,DE,1997,3346.0,0.0,0.0,166.0,375.0,459.0,384.0,424.0,509.0,0.0,0.0,0.0,109.0,204.0,154.0,93.0,99.0,343.0,0.0
1342,DE,1998,3124.0,0.0,0.0,179.0,333.0,448.0,358.0,349.0,538.0,0.0,0.0,0.0,121.0,166.0,141.0,93.0,80.0,298.0,0.0
1343,DE,1999,2918.0,0.0,0.0,145.0,308.0,419.0,362.0,335.0,449.0,0.0,0.0,0.0,118.0,177.0,98.0,85.0,99.0,295.0,0.0
1372,DJ,2001,1312.0,0.0,0.0,267.0,331.0,125.0,65.0,51.0,23.0,0.0,0.0,0.0,156.0,134.0,59.0,44.0,15.0,8.0,0.0
1373,DJ,2002,1253.0,0.0,0.0,256.0,320.0,124.0,58.0,55.0,25.0,0.0,0.0,0.0,142.0,136.0,48.0,28.0,19.0,4.0,0.0
1375,DJ,2004,1086.0,0.0,0.0,217.0,225.0,142.0,68.0,38.0,28.0,0.0,0.0,0.0,111.0,115.0,49.0,23.0,25.0,10.0,0.0
1376,DJ,2005,1120.0,0.0,0.0,220.0,252.0,119.0,62.0,47.0,29.0,0.0,0.0,0.0,123.0,117.0,66.0,23.0,13.0,8.0,0.0
1377,DJ,2006,1153.0,0.0,0.0,225.0,246.0,165.0,63.0,33.0,20.0,0.0,0.0,0.0,117.0,129.0,59.0,35.0,18.0,5.0,0.0
1379,DJ,2008,1375.0,0.0,0.0,232.0,275.0,180.0,93.0,56.0,46.0,0.0,0.0,0.0,138.0,159.0,79.0,53.0,15.0,10.0,0.0
1395,DK,1995,128.0,0.0,0.0,7.0,16.0,28.0,18.0,9.0,11.0,0.0,0.0,0.0,7.0,13.0,8.0,4.0,3.0,2.0,0.0
1396,DK,1996,97.0,0.0,0.0,4.0,16.0,13.0,13.0,8.0,6.0,0.0,0.0,0.0,5.0,9.0,8.0,4.0,3.0,8.0,0.0
1397,DK,1997,114.0,0.0,0.0,11.0,19.0,23.0,16.0,6.0,6.0,0.0,0.0,0.0,6.0,8.0,2.0,5.0,2.0,8.0,0.0
1398,DK,1998,132.0,0.0,0.0,7.0,20.0,21.0,18.0,7.0,9.0,0.0,0.0,0.0,6.0,16.0,8.0,7.0,6.0,6.0,0.0
1400,DK,2000,171.0,0.0,0.0,10.0,20.0,24.0,16.0,11.0,14.0,0.0,0.0,0.0,16.0,15.0,14.0,6.0,7.0,8.0,0.0
1402,DK,2002,135.0,0.0,0.0,11.0,8.0,25.0,14.0,6.0,9.0,0.0,0.0,0.0,14.0,17.0,11.0,10.0,2.0,5.0,0.0
1403,DK,2003,143.0,0.0,0.0,11.0,20.0,23.0,22.0,12.0,9.0,0.0,0.0,0.0,6.0,13.0,12.0,6.0,2.0,4.0,0.0
1404,DK,2004,146.0,0.0,0.0,6.0,12.0,17.0,27.0,15.0,12.0,0.0,0.0,0.0,10.0,16.0,10.0,9.0,7.0,2.0,0.0
1425,DM,1996,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1426,DM,1997,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1427,DM,1998,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
1429,DM,2002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1431,DM,2006,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1432,DM,2007,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1433,DM,2008,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,DO,2000,2907.0,0.0,0.0,410.0,481.0,344.0,173.0,125.0,113.0,0.0,0.0,0.0,317.0,325.0,212.0,115.0,79.0,75.0,0.0
